English,Nagamese
The Mughals established a system of jagirs to reward military and administrative service.,"Mughal khan manu khan kaam karikena bohu din homoi manu khan ke jagir dise, etu khan military aru administrative kaam karne."
The Mughal Empire's downfall resulted from internal strife and external invasions.,Mughal raj khrab hoise bhitor pora jhagda aru bahar pora dakaaiti karne.
Mughal coinage bore Persian inscriptions and intricate designs.,Mughal manu paisa khan Persian likha aru sifai designs thakise.
Mughal trade flourished with European powers through ports like Surat and Calcutta.,Mughal khanadani tijorat Surat aru Calcutta nisina ghaat khan thakile pora European shokti logote dhoom-dham se cholishe.
"The Mughals fostered a syncretic culture blending Hindu, Muslim, and Persian elements.","Mughal khanadaan toh Hindu, Muslim aru Persian culture milaidi ekta nawa culture banaisey."
The Mughal court was known for its extravagance and splendor.,Mughal lok-majlis khan khanidi khan aro aram thakise.
Mughal literature flourished in Persian and Urdu languages.,Mughal manu khanar para Persian aru Urdu bhasa khan sob bhal ase.
The Mughal Empire's decline led to the rise of regional powers like the Marathas.,Mughal raj khotom huwa toh Maratha manu khan dangor hoishe.
Mughal forts like Agra Fort and Red Fort showcased military prowess and grandeur.,Agra Fort aru Red Fort nisina Mughal khanikor buruj khan toh shakti aru sobha dikhaishe.
Mughal clothing reflected Persian and Central Asian influences.,Mughal khan kapra pora Persian arr Central Asian khan manuhilakor style dikhai ase.
The Mughals constructed elaborate water supply systems and baths in cities.,Mughal khan manu khan pani nimitey dangor system aru nahua khan shohor tey banai thakishey.
"The Mughals promoted craftsmanship, leading to the development of fine arts.","Mughal khan manu kaam dangra korise, etu karone fine arts bohut bhal hoise."
Mughal rulers were avid patrons of Sufi saints and shrines.,Mughal raja khan khan manu Sufi baba aru thanibur laga bhokti kori thakisey.
"Mughal military tactics combined cavalry, artillery, and elephants.","Mughal sena manu khanar usor te ghoda, top aru hathi ek logote use kurishey."
Mughal rulers were titled Shahanshah (King of Kings) or Padshah (Emperor).,Mughal raja khan khanok Shahanshah (Raja khanok raja) koi thakisele nai toh Padshah (Emperor) buli koi thakisele.
The Mughals established a network of trade routes connecting India to Central Asia.,Mughal khanadaan toh India ke Central Asia logot jooraai thaka bazaar rasta banaishe.
"Mughal architecture emphasized symmetry, domes, and minarets.","Mughal khanar banaikena itu symmetry, dome aro minar khan thakibo lagei."
"The Mughal court attracted intellectuals, poets, and scholars from across the world.","Mughal raja khanar court pora duniya bhar manu khan ke bolaisele, juntu khan manu khan hoile gyan thaka manu, kobita bonuwa khan aru kitab porha manu bhi ase."
The Mughal Empire's decline saw the emergence of regional nawabs and sultans.,Mughal Empire dubi jowah piche regional nawab aru sultan khan khan ulai ahise.
"Mughal miniature paintings depicted court life, battles, and religious scenes.","Mughal manu paintings khan court life, larai aru dhorom scene sob dikhai ase."
Mughal rulers imposed jizya tax on non-Muslim subjects.,Mughal raja khan manu khan aro Muslim no thaka manuh lagi jizya tax dibo lage buli koisil.
Mughal gardens were designed with geometric precision and flowing water channels.,Mughal garden khan geometric hisaab aru paani jaowa channel thaki bole.
"Mughal cuisine featured delicacies like kebabs, kormas, and pulaos.","Mughal khanabi khanat te kebab, korma aru pulao nisina bhal bhal item khan ase."
The Mughal Empire's decline was exacerbated by economic mismanagement and corruption.,"Mughal Empire duba toh karon bohut ase, poisa sob thik se maintain nokora aru gunda giri bhi ase."
Mughal monuments like Humayun's Tomb and Fatehpur Sikri are UNESCO World Heritage sites.,Humayun's Tomb aru Fatehpur Sikri nisina Mughal imarat khan UNESCO World Heritage site ase.
Mughal court etiquette and rituals were influenced by Persian customs.,Mughal court ke etiquette aur rituals khan Persian customs khan pora luikha asile.
Mughal rulers granted land grants to nobles in exchange for military service.,Mughal raja khan manu khan ke army kaam dikhaile nimitey jomi khan diseley.
Mughal rulers commissioned elaborate tombs and mausoleums for themselves and loved ones.,Mughal raja manu khan manu nimite aru lora-suali nimite dangor dangor tomb banai thakisey.
Mughal music flourished with the patronage of court musicians and poets.,Mughal manu khan majot court manu aro kobi khan thakile pora dangi hoise.
"In 1228, the Ahom people migrated to the Brahmaputra Valley.","1228 te, Ahom manu khan Brahmaputra Valley te ahise."
Sukaphaa founded the Ahom kingdom in 1228.,Sukaphaa para 1228 te Ahom rajyo bonaisile.
Ahom rulers adopted Hinduism in the 14th century.,Ahom raja khan Hindu dharam 14th century te loisele.
The Ahom kingdom reached its zenith in the 16th century.,Ahom raj 16th century te ekdom top level thakise.
The Battle of Saraighat in 1671 was crucial for Ahom history.,"Saraighat lorai, 1671 te, Ahom itihas nimite ekdom dorkari asile."
Ahom-Mughal conflicts occurred during the 17th century.,Ahom aru Mughal khan laga jagda 17th century te hoisey.
Tai-Ahom architecture flourished in the 18th century.,Tai-Ahom manu bonuwa kaam khan 18th century te bohut dangi thakise.
The Treaty of Yandabo in 1826 ended Ahom independence.,"Yandabo laga Treaty, 1826 te Ahom raja khan laga raj khatam hoi jaise."
Ahom culture blended with Assamese culture over centuries.,TAhom aru Assamese culture mili misai thakise bohut saal dhori.
"Ahom society was structured with kings, nobles, and commoners.","Ahom manu-bur para raja, bura-gohain aru aam admi hisap te thakishe."
Ahom rulers had a sophisticated administrative system.,Ahom raja khan administrative kaam to bohut dangor aru thik thak ase.
The Ahom language belonged to the Tibeto-Burman family.,Ahom kotha toh Tibeto-Burman family te ase.
Ahom economy relied on agriculture and trade.,Ahom manu khan toh kheti-bati aru bepar-banijor uporot nirbhor kori aselee.
The Buranjis are important historical chronicles of Ahom history.,Buranjis khan Ahom history laga etu important purana kotha ase.
"Ahom rulers patronized literature, arts, and architecture.","Ahom raja khan etu kitab, art aru building bonuwa sob bisi morom kori thakise."
Ahom society had a strict caste hierarchy.,Ahom manu khan thaka jaat system to ekdom strict thakise.
The Moamoria rebellion in the mid-18th century challenged Ahom authority.,Moamoria gunda 18th century tengah Ahom raja ke challenge kori thakise.
The Ahom kingdom faced invasions from neighboring kingdoms.,Ahom rajyo khan ollobasor osoror rajyo pora akraman hoishe.
Ahom society practiced animism before embracing Hinduism.,"hom manu khan Hindu religion loba agey te, jinda bastut bissas kori thakise."
Ahom rulers built impressive monuments and temples.,Ahom raja khan toh dangor dangor monument aru temple bonaishe.
The Ahom kingdom was known for its military prowess.,Ahom rajok militaire dangor thakise.
Ahom rulers encouraged the assimilation of different cultures.,Ahom raja khan alag alag dhoron culture ek kori bole proshoy disey.
Ahom society had a unique system of land administration.,Ahom manu khan laga society te jomi khan choluwa ekdom alag system thakise.
"Ahom kings were addressed with the title ""Chaopha.""","""Chaopha"" naam-e Ahom raja khan ke mati thakise."
Ahom architecture reflects influences from various cultures.,Ahom thikathiki kaam khan alag alag culture pora ahise.
Ahom society had distinct rituals and festivals.,Ahom khan manu burar sob porob aru riti-niyam alag alag thakise.
The Ahom kingdom had diplomatic relations with neighboring states.,Ahom raj-e laga asol-okol state khan logote mel-milap rakhi thakisey.
Ahom rulers had a strong sense of cultural identity.,Ahom raja khan culture to bohut importance dise.
Ahom society had a unique system of taxation.,Ahom manu khan thakutibo khan laga ekta alag dhoron ase.
The Ahom kingdom had a well-organized army.,Ahom rajyo te hombhal kora army thakise.
Ahom rulers were adept at diplomacy and statecraft.,Ahom raja khan rajniti aru raj cholawate dhurandhar thakise. 
Ahom society revered ancestors and nature spirits.,Ahom manu khan purana manu aru nisorgo bhoot khan ke samman kore.
Ahom women enjoyed relative freedom compared to some other societies.,Ahom kura manu khan dusra society para komti rok-tok thaka nisina nathaki. 
The Ahom kingdom expanded through conquests and alliances.,Ahom rajyo ta jiti aru logote bandhu hoi bisi dur porjonto cholishe. 
Ahom religion incorporated elements of Hinduism and indigenous beliefs.,Ahom manu khan Hindu dhorom aru nijor purana dhorom milaise. 
Ahom rulers built fortified cities and towns.,Ahom raja khan danger danger shohor aru town banaishe. 
Ahom literature includes religious texts and historical chronicles.,Ahom kitab khanit dhorom aru purana kotha likha ase.
Ahom society had elaborate customs related to marriage and childbirth.,Ahom manu khan biya aru bacha huwa nimite alag alag niyam para chalaisey.
The Ahom kingdom had a system of decentralised governance.,Ahom rajyo khan alag alag jagah te chalaisey.
Ahom kings were succeeded through a system of hereditary succession.,Ahom raja khan ke poriyal hisap se raja banai they.
Ahom society had a rich oral tradition.,Ahom manu khan laga purana kotha khan dangi they.
The Ahom kingdom faced internal rebellions and external threats.,Ahom rajyo bhitor bhitor aru bahar dushman logot jujh korisey.
Ahom rulers maintained diplomatic ties with Tibet and Bhutan.,Ahom raja khan Tibet aru Bhutan logot mel rakhibole nimete dosti pathaise. 
Ahom society practiced polygamy among the nobility.,Ahom manu khan thakurbura bhitore ekjon pora besi biya korise. 
Ahom architecture is characterized by intricate designs and motifs.,Ahom ghor khan sob bhal design aru chobi banaise.
Ahom rulers were known for their military campaigns.,Ahom raja khan ta kuat thakise aru dushman ke haraise.
Ahom society had a complex system of social stratification.,Ahom manu khan sob alag alag bhag ase.
Ahom kings were patrons of literature and scholarship.,Ahom raja khan kitab aru jnan bhal paisile. 
Ahom society had a system of communal land ownership.,Ahom samajot sob milikena mati loi thakisele. 
Ahom warriors were skilled in archery and warfare tactics.,Ahom juja manu khan dhanu chalai aru juja plan banaibole ekdom daktar asile.
Ahom kings were regarded as divine rulers.,Ahom raja khan ke bhagwan boli mani thakisele. 
