English,Kokborok
"You shall make the poles of acacia wood, and overlay them with gold, and the table shall be carried with these.",Nwng akaia buphangni balphungrokno ma snamnai tei abórokno rangchak bai ma khobnai. Songphangno abo bai ma balnai.
"And you shall make its plates and dishes for incense, and its flagons and bowls with which to pour libations; of pure gold you shall make them.","Angur bwtwi yapharna bagwi, mairangrok, khurirok, lotarok tei dangairok snam di."
And you shall set the bread of the Presence on the table before me always.,Tei nwng a songphangni bwskango khe cho yaui auang ma yapharnai.
"“And you shall make a lampstand of pure gold. The base and the shaft of the lampstand shall be made of hammered work; its cups, its capitals, and its flowers shall be of one piece with it;","“Rangchak kahamni thopna snam di. Tokjak rangchakni thopna snam di, abo khum bedek hai khe snamjak wngnai aro bubak tei bwkhrwi hai kaisa kaisa khe bedego tongnai.”"
"and there shall be six branches going out of its sides, three branches of the lampstand out of one side of it and three branches of the lampstand out of the other side of it;","Tei aroni bedek dekdok ongkhornai, abo bedek dek tham khe babaisani tei babaisani bedek dek tham ongkhornai."
"three cups made like almonds, each with capital and flower, on one branch, and three cups made like almonds, each with capital and flower, on the other branch—so for the six branches going out of the lampstand;","Bedek dek thamni snamjak khum bubak tei bwkhrwi gwnangrok almon khum hai wngnai tei bedek dek thambo khumbar tei bwkhrwi gwnangrok almon khum hai wngnai, a thopnani abo hai khe bedek dekdok ongkhornai."
"and on the lampstand itself four cups made like almonds, with their capitals and flowers,",Thopna bedego kaibrwi snamjak almon khum hai bubar bai bwkhrwi gwnang wngnai.
and a capital of one piece with it under each pair of the six branches going out from the lampstand.,Bojro kwtham bedekni páithak buchugo kaisa khe bwkhrwi tongnai.
"Their capitals and their branches shall be of one piece with it, the whole of it one piece of hammered work of pure gold.",Thopna tei bini bedek bai bwkhrwirok kaisa khe tokjak rangchak kahamni ma wngnai.
And you shall make the seven lamps for it; and the lamps shall be set up so as to give light upon the space in front of it.,Tei nwng kaisni thopna gwnang thopnaphang snam di; tei bwskango pohor pirna tẃi khe abo thepajaknai.
Its snuffers and their trays shall be of pure gold.,Aboni romjaknai tei tonjaknai manwibo rangchak kaham bai snam di.
"Of a talent of pure gold shall it be made, with all these utensils.",Thopna tei mairang lota snamna bagwi
"And see that you make them after the pattern for them, which is being shown you on the mountain.",Hathái kuchugo ang nono phunukma hai kheno samung khlaina bagwi sakthar di.
Five curtains shall be coupled to one another; and the other five curtains shall be coupled to one another.,Rísa kangbano kwrẃngsa-o kangsa khe ma thepanai tei rísa kangba tei kwrẃngsa-o abo tẃi kheno supjaknai.
And you shall make loops of blue on the edge of the outmost curtain in the first set; and likewise you shall make loops on the edge of the outmost curtain in the second set.,Supjaknai swkangni páithak rísani buchugo rí kwkhrang bai bwlam snam di tei abo tẃi kheno tei kaisanobo abo haino ma khlainai.
"Fifty loops you shall make on the one curtain, and fifty loops you shall make on the edge of the curtain that is in the second set; the loops shall be opposite one another.","Kangsa rísa-o bwlam lambachi snam di tei kubun rí supjakni páithak rísa-obo bachi bwlam snam di, phiya bwlam snamjakrok nahar laijak wngnai."
"And you shall make fifty clasps of gold, and couple the curtains one to the other with the clasps, that the tabernacle may be one whole.","Rangchakni biching snam di, a biching bai rísa supjak khaknwino kangsa khe phnangwi rwjaknai."
“You shall also make curtains of goats' hair for a tent over the tabernacle; eleven curtains shall you make.,"“Pun buikhumu bai snamjak kangchisa, rísa ríni nok saka-o phinna bagwi snam di."
"The length of each curtain shall be thirty cubits, and the breadth of each curtain four cubits; the eleven curtains shall have the same measure.","Bebakno baksa khlai snam di, abo muk thamchi kolok tei muk brwi kuar wngnai."
"And you shall couple five curtains by themselves, and six curtains by themselves, and the sixth curtain you shall double over at the front of the tent.",Hakhe nwng a kangbano kangsa khe sup di tei kangdokno kwrẃngsa-o khe sup di. A kangdok bai snamjakno chabwi rínokni bwskangno kholop di.
"And you shall make fifty loops on the edge of the curtain that is outmost in one set, and fifty loops on the edge of the curtain which is outmost in the second set.",Tei nwng bwkhak kaisano khe buchugo bwlam lambachi snam di tei khaksaninobo buchugo bwlam lambachi snam di tei khaksaninobo buchugo bwlam lambachi snam di.
"“And you shall make fifty clasps of bronze, and put the clasps into the loops, and couple the tent together that it may be one whole.",Tei nwng pitolni kongbachi biching snam di tei a khaknwini bwlamo kaisa kholopjaknai abo tẃi bwlam snam di.
"And the cubit on the one side, and the cubit on the other side, of what remains in the length of the curtains of the tent shall hang over the sides of the tabernacle, on this side and that side, to cover it.",Hakhe sentimitar bara bachi kolok bwkhakni babainwino ríni nokni saka-o kholopjakna bagwi khachiui rw di.
And you shall make for the tent a covering of tanned rams' skins and goatskins.,"“Nwng kholopjaknai kangnwi snam di, kangsa khe pun bukur pherejakni tei kangsa khe naithok bukurni abo sakani kholopjaknai wngnai."
“And you shall make upright frames for the tabernacle of acacia wood.,“Ríni nokni núkhúngni bagwi akai ya buphangni bwklap snam di.
"Ten cubits shall be the length of a frame, and a cubit and a half the breadth of each frame.","A bwklap lapsa mitar kaibrwi kolok tei dokchi sentimitar kuar wngnai,"
"There shall be two tenons in each frame, for fitting together; so shall you do for all the frames of the tabernacle.","bwlap kwnwinino baksa khe thepanani bagwi kwnwi, kwnwi khe yakung tongna nangnai."
You shall make the frames for the tabernacle: twenty frames for the south side;,"Nwng rínokni bagwi nwichi bwlap snam di, abo nwichi bwlap salgrabai bwkhak wngnai;"
"and forty bases of silver you shall make under the twenty frames, two bases under one frame for its two tenons, and two bases under another frame for its two tenons;","tei a nwichi bwlapni yaphango brwichi rukphaini uásúng snamwi rw di, bwlap kaisani bagwi yakung kongnwini bagwi uásúng kwnwi tei kubun bwlapni bagwibo bórokni yakung kongnwi mareui’-no uásúng kwnwi kwnwi khe ma rwnai."
"and for the second side of the tabernacle, on the north side twenty frames,",Tei rínokni tei kaisa-o salsibai bwkhakni bagwi bwlap lap nwichi;
"and their forty bases of silver, two bases under one frame, and two bases under another frame;",o borokni bagwi kong brwichi uásúng nangnai; kaisa kaisa bwklapni bagwi uásúng kongnwi tei kubunrokni bagwibo kongnwi kongnwi uásúng.
and for the rear of the tabernacle westward you shall make six frames.,A rínokni salthángbaini uklokni bagwi lap dok bwklap ma khlainai.
And you shall make two frames for corners of the tabernacle in the rear;,Tei rínokni uklokni busup kwnwini bagwi kwnwi kwnwi bwklap snam di.
"they shall be separate beneath, but joined at the top, at the first ring; thus shall it be with both of them; they shall form the two corners.",Busupni a bwklap khe khama bai saka bwkhak thepajak wngnai tei saka bai kwrwng laijak wngnai. A bwklap kwnwirok bai omo hai khe’-no busup kwnwi snamjaknai.
"And there shall be eight frames, with their bases of silver, sixteen bases; two bases under one frame, and two bases under another frame.","Aro lap char bwklap wngnai tei a bwklaprokni bagwi rukphaini uásúng kongchidok wngnai, bwklap lapsani kwnwi-o uásúng tei lapsa bwklapni uásúng kongnwi wngnai."
"“And you shall make bars of acacia wood, five for the frames of the one side of the tabernacle,","“Hakhe nwng rínokni bagwi kong ba akaia buphangni berepjaknai bokong ma snamnai, yasa bwkhakni bagwi bokong kong ba,"
"and five bars for the frames of the other side of the tabernacle, and five bars for the frames of the side of the tabernacle at the rear westward.","tei kaisa bwkhakni bagwi tei bokong kong ba, uklokni salthángbaini bagwi."
"The middle bar, halfway up the frames, shall pass through from end to end.",Kwcharni bokong khe abo yasani simi tei yasa jora kwrwngjak ma wngnai.
"You shall overlay the frames with gold, and shall make their rings of gold for holders for the bars; and you shall overlay the bars with gold.",A bokhongrokno rangchak bai ma khobnai tei berepjaknaino kwcha rwnani bagwi rangchakni bokhong ma snamnai tei berepjaknairoknobo rangchak bai ma khobnai.”
And you shall erect the tabernacle according to the plan for it which has been shown you on the mountain.,“Hathái-o ang nono phunukma hai kheno nwng a rínokno ma songchanai.
"“And you shall make a veil of blue and purple and scarlet stuff and fine twined linen; in skilled work shall it be made, with cherubim;","“Nwng kwkhrang, chaksru-sru tei kwchak bumulni mera buikhumuni khutwngni naithok khe takjak rísa snam di. Aro o cherubni mangtang ma snamnai."
"and you shall hang it upon four pillars of acacia overlaid with gold, with hooks of gold, upon four bases of silver.",Tei nwng abono rangchak khopjak akaia buphangni snamjak thong kaibrwi saka-o biching bai khachiui rw di tei rukphaini uásúngo abono achuk rwna nangnai.
"And you shall hang the veil from the clasps, and bring the ark of the testimony in thither within the veil; and the veil shall separate for you the holy place from the most holy.","Rínokni núkhúngni bichingo khe a ríno khachiui rw di tei rí swngjakni bisingo khe swmai bokhokno ton di, a rí swngjak abo kwcharo tongwi kwthar kuk bai kwtharno khaknai."
You shall put the mercy seat upon the ark of the testimony in the most holy place.,Swmai bokhokni saka-o khe a khairokmung achukthaino kwthar kugo ma tonnai.
"And you shall set the table outside the veil, and the lampstand on the south side of the tabernacle opposite the table; and you shall put the table on the north side.",Rí swngjakni phataro tei rínokni yaksi bwkhak a songphangno ton di tei yagra bwkhak khe a thopnano ton di.
"“And you shall make a screen for the door of the tent, of blue and purple and scarlet stuff and fine twined linen, embroidered with needlework.","“Hapma duglamni bagwi rí swngjaknai ma snamnai, abo kwkhrang, chaksru-sru tei kwchak mera buikhumuni khutwng bai tei suchi bai rapjak wngna nangnai."
"And you shall make for the screen five pillars of acacia, and overlay them with gold; their hooks shall be of gold, and you shall cast five bases of bronze for them.","A rí swngna bagwi akaia buphangni thong kongba nangnai tei a thongrokno rangchak bai khobna nangnai. Aboni bagwi biching ma snamna nangnai tei aboni bagwi pitolni uásúng kongba, ma khlainai.”"
In the beginning God created the heavens and the earth.,Yaphango Kaitor nokharok tei hayungno snam kha.
"The earth was without form and void, and darkness was upon the face of the deep; and the Spirit of God was moving over the face of the waters.","Hayung mungsa goron kwrwi bukcha tongma se, hakhe twi kuthuk khe mwnak koboljak; tei twirokni saka-o khe Kaitorni Phola birkitingwi tongmani."
"And God said, “Let there be light”; and there was light.","Hakhe Kaitor “Pohor wng di” hwnwi sa kha, hakhe pohor wng kha."
And God saw that the light was good; and God separated the light from the darkness.,Tei Kaitor nuk kha a pohor kaham. Hakhe Kaitor pohor bai mwnakno swkak kha.
"God called the light Day, and the darkness he called Night. And there was evening and there was morning, one day.",Kaitor pohorno sal tei mwnakno khe hor hwnwi mung phar kha. Omo hai khe hor wng kha tei phung ai kha. Omo hai khe salsa wng kha.
"And God said, “Let there be a firmament in the midst of the waters, and let it separate the waters from the waters.”","Hakhe Kaitor hai hwnwi sa kha, “Twirokno khakna bagwi twirokni kwcharo kaisa bukcha wng thung.”"
